"CVEGEO","NOMGEO","n_schools_avg","no_n_schools_avg","pct_con_bebederos","no_pct_con_bebederos","pct_con_proteccion_civil","no_pct_con_proteccion_civil","pct_con_cancha","no_pct_con_cancha","avg_anio_creacion","no_avg_anio_creacion"
20377,"SANTA CRUZ ITUNDUJIA",0,1,0,1,0,1,0,1,0,1
20451,"SANTIAGO APOALA",0,1,0,1,0,1,0,1,0,1
20005,"ASUNCION IXTALTEPEC",0,1,0,1,0,1,0,1,0,1
20558,"VALERIO TRUJANO",0,1,0,1,0,1,0,1,0,1
20561,"YAXE",0,1,0,1,0,1,0,1,0,1
20056,"MARTIRES DE TACUBAYA",0,1,0,1,0,1,0,1,0,1
20563,"YOGANA",0,1,0,1,0,1,0,1,0,1
20497,"SANTIAGO YAITEPEC",0,1,0,1,0,1,0,1,0,1
20549,"HEROICA VILLA TEZOATLAN DE SEGURA Y LUNA, CUNA DE LA INDEPENDENCIA DE OAXACA",0,1,0,1,0,1,0,1,0,1
20564,"YUTANDUCHI DE GUERRERO",0,1,0,1,0,1,0,1,0,1
20565,"VILLA DE ZAACHILA",0,1,0,1,0,1,0,1,0,1
20099,"SAN ANDRES TEPETLAPA",0,1,0,1,0,1,0,1,0,1
20491,"SANTIAGO TEXTITLAN",0,1,0,1,0,1,0,1,0,1
20031,"TAMAZULAPAM DEL ESPIRITU SANTO",0,1,0,1,0,1,0,1,0,1
20279,"SAN MIGUEL SUCHIXTEPEC",0,1,0,1,0,1,0,1,0,1
20401,"SANTA MARIA COLOTEPEC",0,1,0,1,0,1,0,1,0,1
20367,"SANTA CATARINA MECHOACAN",0,1,0,1,0,1,0,1,0,1
20500,"SANTIAGO YOSONDUA",0,1,0,1,0,1,0,1,0,1
20503,"SANTIAGO ZOOCHILA",0,1,0,1,0,1,0,1,0,1
20379,"SANTA CRUZ NUNDACO",0,1,0,1,0,1,0,1,0,1
20494,"SANTIAGO TLAZOYALTEPEC",0,1,0,1,0,1,0,1,0,1
20499,"SANTIAGO YOLOMECATL",0,1,0,1,0,1,0,1,0,1
20058,"MAZATLAN VILLA DE FLORES",0,1,0,1,0,1,0,1,0,1
20059,"MIAHUATLAN DE PORFIRIO DIAZ",0,1,0,1,0,1,0,1,0,1
20177,"SAN JUAN BAUTISTA CUICATLAN",0,1,0,1,0,1,0,1,0,1
20359,"SANTA ANA YARENI",0,1,0,1,0,1,0,1,0,1
20364,"SANTA CATARINA JUQUILA",0,1,0,1,0,1,0,1,0,1
20569,"SANTA INES DE ZARAGOZA",0,1,0,1,0,1,0,1,0,1
20570,"ZIMATLAN DE ALVAREZ",0,1,0,1,0,1,0,1,0,1
20567,"ZAPOTITLAN LAGUNAS",0,1,0,1,0,1,0,1,0,1
20057,"MATIAS ROMERO AVENDANO",0,1,0,1,0,1,0,1,0,1
20423,"SANTA MARIA NDUAYACO",0,1,0,1,0,1,0,1,0,1
20112,"SAN BALTAZAR CHICHICAPAM",0,1,0,1,0,1,0,1,0,1
20510,"SANTO DOMINGO IXCATLAN",0,1,0,1,0,1,0,1,0,1
20371,"SANTA CATARINA TICUA",0,1,0,1,0,1,0,1,0,1
20424,"SANTA MARIA OZOLOTEPEC",0,1,0,1,0,1,0,1,0,1
20406,"SANTA MARIA CHILCHOTLA",0,1,0,1,0,1,0,1,0,1
20410,"SANTA MARIA ECATEPEC",0,1,0,1,0,1,0,1,0,1
20435,"SANTA MARIA TEPANTLALI",0,1,0,1,0,1,0,1,0,1
20417,"SANTA MARIA JACATEPEC",0,1,0,1,0,1,0,1,0,1
20422,"SANTA MARIA NATIVITAS",0,1,0,1,0,1,0,1,0,1
20439,"SANTA MARIA TONAMECA",0,1,0,1,0,1,0,1,0,1
20450,"SANTIAGO AMOLTEPEC",0,1,0,1,0,1,0,1,0,1
20075,"REFORMA DE PINEDA",0,1,0,1,0,1,0,1,0,1
20501,"SANTIAGO YUCUYACHI",0,1,0,1,0,1,0,1,0,1
20504,"NUEVO ZOQUIAPAM",0,1,0,1,0,1,0,1,0,1
20505,"SANTO DOMINGO INGENIO",0,1,0,1,0,1,0,1,0,1
20251,"SAN MATEO NEJAPAM",0,1,0,1,0,1,0,1,0,1
20459,"VILLA DE SANTIAGO CHAZUMBA",0,1,0,1,0,1,0,1,0,1
20477,"SANTIAGO MINAS",0,1,0,1,0,1,0,1,0,1
20484,"SANTIAGO TAMAZOLA",0,1,0,1,0,1,0,1,0,1
20485,"SANTIAGO TAPEXTLA",0,1,0,1,0,1,0,1,0,1
20492,"SANTIAGO TILANTONGO",0,1,0,1,0,1,0,1,0,1
20495,"SANTIAGO XANICA",0,1,0,1,0,1,0,1,0,1
20534,"SAN VICENTE COATLAN",0,1,0,1,0,1,0,1,0,1
20537,"SILACAYOAPAM",0,1,0,1,0,1,0,1,0,1
20543,"TATALTEPEC DE VALDES",0,1,0,1,0,1,0,1,0,1
20548,"TEPELMEME VILLA DE MORELOS",0,1,0,1,0,1,0,1,0,1
20463,"SANTIAGO HUAUCLILLA",0,1,0,1,0,1,0,1,0,1
20467,"SANTIAGO JAMILTEPEC",0,1,0,1,0,1,0,1,0,1
20559,"SAN JUAN BAUTISTA VALLE NACIONAL",0,1,0,1,0,1,0,1,0,1
20169,"SAN JOSE INDEPENDENCIA",0,1,0,1,0,1,0,1,0,1
20117,"SAN BARTOLOME LOXICHA",0,1,0,1,0,1,0,1,0,1
20512,"SANTO DOMINGO OZOLOTEPEC",0,1,0,1,0,1,0,1,0,1
20514,"SANTO DOMINGO ROAYAGA",0,1,0,1,0,1,0,1,0,1
20118,"SAN BARTOLOME QUIALANA",0,1,0,1,0,1,0,1,0,1
20518,"SANTO DOMINGO TLATAYAPAM",0,1,0,1,0,1,0,1,0,1
20440,"SANTA MARIA TOTOLAPILLA",0,1,0,1,0,1,0,1,0,1
20568,"ZAPOTITLAN PALMAS",0,1,0,1,0,1,0,1,0,1
20521,"SANTO DOMINGO TONALTEPEC",0,1,0,1,0,1,0,1,0,1
20001,"ABEJONES",0,1,0,1,0,1,0,1,0,1
20256,"SAN MATEO TLAPILTEPEC",0,1,0,1,0,1,0,1,0,1
20003,"ASUNCION CACALOTEPEC",0,1,0,1,0,1,0,1,0,1
20263,"SAN MIGUEL COATLAN",0,1,0,1,0,1,0,1,0,1
20004,"ASUNCION CUYOTEPEJI",0,1,0,1,0,1,0,1,0,1
20007,"ASUNCION OCOTLAN",0,1,0,1,0,1,0,1,0,1
20267,"SAN MIGUEL DEL RIO",0,1,0,1,0,1,0,1,0,1
20011,"CALIHUALA",0,1,0,1,0,1,0,1,0,1
20027,"CHIQUIHUITLAN DE BENITO JUAREZ",0,1,0,1,0,1,0,1,0,1
20030,"EL ESPINAL",0,1,0,1,0,1,0,1,0,1
20519,"SANTO DOMINGO TOMALTEPEC",0,1,0,1,0,1,0,1,0,1
20034,"GUADALUPE DE RAMIREZ",0,1,0,1,0,1,0,1,0,1
20013,"CIENEGA DE ZIMATLAN",0,1,0,1,0,1,0,1,0,1
20460,"SANTIAGO CHOAPAM",0,1,0,1,0,1,0,1,0,1
20044,"LOMA BONITA",0,1,0,1,0,1,0,1,0,1
20017,"LA COMPANIA",0,1,0,1,0,1,0,1,0,1
20507,"SANTO DOMINGO ARMENTA",0,1,0,1,0,1,0,1,0,1
20049,"MAGDALENA OCOTLAN",0,1,0,1,0,1,0,1,0,1
20520,"SANTO DOMINGO TONALA",0,1,0,1,0,1,0,1,0,1
20019,"CONCEPCION PAPALO",0,1,0,1,0,1,0,1,0,1
20022,"COSOLTEPEC",0,1,0,1,0,1,0,1,0,1
20024,"CUYAMECALCO VILLA DE ZARAGOZA",0,1,0,1,0,1,0,1,0,1
20025,"CHAHUITES",0,1,0,1,0,1,0,1,0,1
20026,"CHALCATONGO DE HIDALGO",0,1,0,1,0,1,0,1,0,1
20029,"ELOXOCHITLAN DE FLORES MAGON",0,1,0,1,0,1,0,1,0,1
20032,"FRESNILLO DE TRUJANO",0,1,0,1,0,1,0,1,0,1
20515,"SANTO DOMINGO TEHUANTEPEC",0,1,0,1,0,1,0,1,0,1
20516,"SANTO DOMINGO TEOJOMULCO",0,1,0,1,0,1,0,1,0,1
20033,"GUADALUPE ETLA",0,1,0,1,0,1,0,1,0,1
20050,"MAGDALENA PENASCO",0,1,0,1,0,1,0,1,0,1
20035,"GUELATAO DE JUAREZ",0,1,0,1,0,1,0,1,0,1
20051,"MAGDALENA TEITIPAC",0,1,0,1,0,1,0,1,0,1
20536,"SAN VICENTE NUNU",0,1,0,1,0,1,0,1,0,1
20047,"SANTA MAGDALENA JICOTLAN",0,1,0,1,0,1,0,1,0,1
20037,"MESONES HIDALGO",0,1,0,1,0,1,0,1,0,1
20040,"HUAUTEPEC",0,1,0,1,0,1,0,1,0,1
20041,"HUAUTLA DE JIMENEZ",0,1,0,1,0,1,0,1,0,1
20042,"IXTLAN DE JUAREZ",0,1,0,1,0,1,0,1,0,1
20045,"MAGDALENA APASCO",0,1,0,1,0,1,0,1,0,1
20053,"MAGDALENA TLACOTEPEC",0,1,0,1,0,1,0,1,0,1
20046,"MAGDALENA JALTEPEC",0,1,0,1,0,1,0,1,0,1
20523,"SANTO DOMINGO YANHUITLAN",0,1,0,1,0,1,0,1,0,1
20048,"MAGDALENA MIXTEPEC",0,1,0,1,0,1,0,1,0,1
20522,"SANTO DOMINGO XAGACIA",0,1,0,1,0,1,0,1,0,1
20456,"SANTIAGO CACALOXTEPEC",0,1,0,1,0,1,0,1,0,1
20060,"MIXISTLAN DE LA REFORMA",0,1,0,1,0,1,0,1,0,1
20061,"MONJAS",0,1,0,1,0,1,0,1,0,1
20062,"NATIVIDAD",0,1,0,1,0,1,0,1,0,1
20063,"NAZARENO ETLA",0,1,0,1,0,1,0,1,0,1
20065,"IXPANTEPEC NIEVES",0,1,0,1,0,1,0,1,0,1
20069,"LA PE",0,1,0,1,0,1,0,1,0,1
20070,"PINOTEPA DE DON LUIS",0,1,0,1,0,1,0,1,0,1
20071,"PLUMA HIDALGO",0,1,0,1,0,1,0,1,0,1
20096,"SAN ANDRES SINAXTLA",0,1,0,1,0,1,0,1,0,1
20072,"SAN JOSE DEL PROGRESO",0,1,0,1,0,1,0,1,0,1
20097,"SAN ANDRES SOLAGA",0,1,0,1,0,1,0,1,0,1
20098,"SAN ANDRES TEOTILALPAM",0,1,0,1,0,1,0,1,0,1
20074,"SANTA CATARINA QUIOQUITANI",0,1,0,1,0,1,0,1,0,1
20076,"LA REFORMA",0,1,0,1,0,1,0,1,0,1
20190,"SAN JUAN COTZOCON",0,1,0,1,0,1,0,1,0,1
20078,"ROJAS DE CUAUHTEMOC",0,1,0,1,0,1,0,1,0,1
20077,"REYES ETLA",0,1,0,1,0,1,0,1,0,1
20081,"SAN AGUSTIN ATENANGO",0,1,0,1,0,1,0,1,0,1
20094,"SAN ANDRES NUXINO",0,1,0,1,0,1,0,1,0,1
20080,"SAN AGUSTIN AMATENGO",0,1,0,1,0,1,0,1,0,1
20084,"SAN AGUSTIN ETLA",0,1,0,1,0,1,0,1,0,1
20082,"SAN AGUSTIN CHAYUCO",0,1,0,1,0,1,0,1,0,1
20086,"SAN AGUSTIN TLACOTEPEC",0,1,0,1,0,1,0,1,0,1
20083,"SAN AGUSTIN DE LAS JUNTAS",0,1,0,1,0,1,0,1,0,1
20092,"SAN ANDRES IXTLAHUACA",0,1,0,1,0,1,0,1,0,1
20087,"SAN AGUSTIN YATARENI",0,1,0,1,0,1,0,1,0,1
20089,"SAN ANDRES DINICUITI",0,1,0,1,0,1,0,1,0,1
20090,"SAN ANDRES HUAXPALTEPEC",0,1,0,1,0,1,0,1,0,1
20091,"SAN ANDRES HUAYAPAM",0,1,0,1,0,1,0,1,0,1
20095,"SAN ANDRES PAXTLAN",0,1,0,1,0,1,0,1,0,1
20100,"SAN ANDRES YAA",0,1,0,1,0,1,0,1,0,1
20101,"SAN ANDRES ZABACHE",0,1,0,1,0,1,0,1,0,1
20102,"SAN ANDRES ZAUTLA",0,1,0,1,0,1,0,1,0,1
20233,"SAN LUCAS QUIAVINI",0,1,0,1,0,1,0,1,0,1
20103,"SAN ANTONINO CASTILLO VELASCO",0,1,0,1,0,1,0,1,0,1
20104,"SAN ANTONINO EL ALTO",0,1,0,1,0,1,0,1,0,1
20105,"SAN ANTONINO MONTE VERDE",0,1,0,1,0,1,0,1,0,1
20107,"SAN ANTONIO DE LA CAL",0,1,0,1,0,1,0,1,0,1
20108,"SAN ANTONIO HUITEPEC",0,1,0,1,0,1,0,1,0,1
20109,"SAN ANTONIO NANAHUATIPAM",0,1,0,1,0,1,0,1,0,1
20110,"SAN ANTONIO SINICAHUA",0,1,0,1,0,1,0,1,0,1
20111,"SAN ANTONIO TEPETLAPA",0,1,0,1,0,1,0,1,0,1
20527,"SANTOS REYES PAPALO",0,1,0,1,0,1,0,1,0,1
20116,"SAN BARTOLOME AYAUTLA",0,1,0,1,0,1,0,1,0,1
20114,"SAN BALTAZAR YATZACHI EL BAJO",0,1,0,1,0,1,0,1,0,1
20172,"SAN JUAN ACHIUTLA",0,1,0,1,0,1,0,1,0,1
20115,"SAN BARTOLO COYOTEPEC",0,1,0,1,0,1,0,1,0,1
20413,"SANTA MARIA HUATULCO",0,1,0,1,0,1,0,1,0,1
20119,"SAN BARTOLOME YUCUANE",0,1,0,1,0,1,0,1,0,1
20120,"SAN BARTOLOME ZOOGOCHO",0,1,0,1,0,1,0,1,0,1
20121,"SAN BARTOLO SOYALTEPEC",0,1,0,1,0,1,0,1,0,1
20014,"CIUDAD IXTEPEC",0,1,0,1,0,1,0,1,0,1
20015,"COATECAS ALTAS",0,1,0,1,0,1,0,1,0,1
20123,"SAN BERNARDO MIXTEPEC",0,1,0,1,0,1,0,1,0,1
20122,"SAN BARTOLO YAUTEPEC",0,1,0,1,0,1,0,1,0,1
20528,"SANTOS REYES TEPEJILLO",0,1,0,1,0,1,0,1,0,1
20124,"HEROICA VILLA DE SAN BLAS ATEMPA",0,1,0,1,0,1,0,1,0,1
20129,"SAN CRISTOBAL SUCHIXTLAHUACA",0,1,0,1,0,1,0,1,0,1
20206,"SAN JUAN DE LOS CUES",0,1,0,1,0,1,0,1,0,1
20126,"SAN CRISTOBAL AMATLAN",0,1,0,1,0,1,0,1,0,1
20020,"CONSTANCIA DEL ROSARIO",0,1,0,1,0,1,0,1,0,1
20127,"SAN CRISTOBAL AMOLTEPEC",0,1,0,1,0,1,0,1,0,1
20128,"SAN CRISTOBAL LACHIRIOAG",0,1,0,1,0,1,0,1,0,1
20529,"SANTOS REYES YUCUNA",0,1,0,1,0,1,0,1,0,1
20131,"SAN DIONISIO OCOTEPEC",0,1,0,1,0,1,0,1,0,1
20130,"SAN DIONISIO DEL MAR",0,1,0,1,0,1,0,1,0,1
20152,"SAN FRANCISCO TLAPANCINGO",0,1,0,1,0,1,0,1,0,1
20153,"SAN GABRIEL MIXTEPEC",0,1,0,1,0,1,0,1,0,1
20132,"SAN DIONISIO OCOTLAN",0,1,0,1,0,1,0,1,0,1
20135,"SAN FELIPE TEJALAPAM",0,1,0,1,0,1,0,1,0,1
20136,"SAN FELIPE USILA",0,1,0,1,0,1,0,1,0,1
20137,"SAN FRANCISCO CAHUACUA",0,1,0,1,0,1,0,1,0,1
20139,"SAN FRANCISCO CHAPULAPA",0,1,0,1,0,1,0,1,0,1
20142,"SAN FRANCISCO HUEHUETLAN",0,1,0,1,0,1,0,1,0,1
20140,"SAN FRANCISCO CHINDUA",0,1,0,1,0,1,0,1,0,1
20141,"SAN FRANCISCO DEL MAR",0,1,0,1,0,1,0,1,0,1
20160,"SAN JERONIMO SILACAYOAPILLA",0,1,0,1,0,1,0,1,0,1
20143,"SAN FRANCISCO IXHUATAN",0,1,0,1,0,1,0,1,0,1
20144,"SAN FRANCISCO JALTEPETONGO",0,1,0,1,0,1,0,1,0,1
20145,"SAN FRANCISCO LACHIGOLO",0,1,0,1,0,1,0,1,0,1
20531,"SANTO TOMAS MAZALTEPEC",0,1,0,1,0,1,0,1,0,1
20146,"SAN FRANCISCO LOGUECHE",0,1,0,1,0,1,0,1,0,1
20147,"SAN FRANCISCO NUXANO",0,1,0,1,0,1,0,1,0,1
20148,"SAN FRANCISCO OZOLOTEPEC",0,1,0,1,0,1,0,1,0,1
20150,"SAN FRANCISCO TELIXTLAHUACA",0,1,0,1,0,1,0,1,0,1
20151,"SAN FRANCISCO TEOPAN",0,1,0,1,0,1,0,1,0,1
20157,"SAN JACINTO AMILPAS",0,1,0,1,0,1,0,1,0,1
20248,"SAN MATEO DEL MAR",0,1,0,1,0,1,0,1,0,1
20158,"SAN JACINTO TLACOTEPEC",0,1,0,1,0,1,0,1,0,1
20162,"SAN JERONIMO TAVICHE",0,1,0,1,0,1,0,1,0,1
20164,"SAN JORGE NUCHITA",0,1,0,1,0,1,0,1,0,1
20176,"SAN JUAN BAUTISTA COIXTLAHUACA",0,1,0,1,0,1,0,1,0,1
20165,"SAN JOSE AYUQUILA",0,1,0,1,0,1,0,1,0,1
20167,"SAN JOSE DEL PENASCO",0,1,0,1,0,1,0,1,0,1
20530,"SANTO TOMAS JALIEZA",0,1,0,1,0,1,0,1,0,1
20187,"SAN JUAN COATZOSPAM",0,1,0,1,0,1,0,1,0,1
20171,"SAN JOSE TENANGO",0,1,0,1,0,1,0,1,0,1
20188,"SAN JUAN COLORADO",0,1,0,1,0,1,0,1,0,1
20173,"SAN JUAN ATEPEC",0,1,0,1,0,1,0,1,0,1
20174,"ANIMAS TRUJANO",0,1,0,1,0,1,0,1,0,1
20191,"SAN JUAN CHICOMEZUCHIL",0,1,0,1,0,1,0,1,0,1
20196,"SAN JUAN EVANGELISTA ANALCO",0,1,0,1,0,1,0,1,0,1
20178,"SAN JUAN BAUTISTA GUELACHE",0,1,0,1,0,1,0,1,0,1
20197,"SAN JUAN GUELAVIA",0,1,0,1,0,1,0,1,0,1
20180,"SAN JUAN BAUTISTA LO DE SOTO",0,1,0,1,0,1,0,1,0,1
20204,"SAN JUAN LAJARCIA",0,1,0,1,0,1,0,1,0,1
20181,"SAN JUAN BAUTISTA SUCHITEPEC",0,1,0,1,0,1,0,1,0,1
20480,"SANTIAGO NUNDICHE",0,1,0,1,0,1,0,1,0,1
20182,"SAN JUAN BAUTISTA TLACOATZINTEPEC",0,1,0,1,0,1,0,1,0,1
20183,"SAN JUAN BAUTISTA TLACHICHILCO",0,1,0,1,0,1,0,1,0,1
20189,"SAN JUAN COMALTEPEC",0,1,0,1,0,1,0,1,0,1
20192,"SAN JUAN CHILATECA",0,1,0,1,0,1,0,1,0,1
20193,"SAN JUAN DEL ESTADO",0,1,0,1,0,1,0,1,0,1
20464,"SANTIAGO IHUITLAN PLUMAS",0,1,0,1,0,1,0,1,0,1
20194,"SAN JUAN DEL RIO",0,1,0,1,0,1,0,1,0,1
20195,"SAN JUAN DIUXI",0,1,0,1,0,1,0,1,0,1
20199,"SAN JUAN IHUALTEPEC",0,1,0,1,0,1,0,1,0,1
20200,"SAN JUAN JUQUILA MIXES",0,1,0,1,0,1,0,1,0,1
20201,"SAN JUAN JUQUILA VIJANOS",0,1,0,1,0,1,0,1,0,1
20202,"SAN JUAN LACHAO",0,1,0,1,0,1,0,1,0,1
20203,"SAN JUAN LACHIGALLA",0,1,0,1,0,1,0,1,0,1
20210,"SAN JUAN NUMI",0,1,0,1,0,1,0,1,0,1
20208,"SAN JUAN MIXTEPEC",0,1,0,1,0,1,0,1,0,1
20209,"SAN JUAN MIXTEPEC",0,1,0,1,0,1,0,1,0,1
20566,"SAN MATEO YUCUTINDOO",0,1,0,1,0,1,0,1,0,1
20215,"SAN JUAN SAYULTEPEC",0,1,0,1,0,1,0,1,0,1
20218,"SAN JUAN TEITA",0,1,0,1,0,1,0,1,0,1
20284,"SAN MIGUEL TILQUIAPAM",0,1,0,1,0,1,0,1,0,1
20216,"SAN JUAN TABAA",0,1,0,1,0,1,0,1,0,1
20217,"SAN JUAN TAMAZOLA",0,1,0,1,0,1,0,1,0,1
20219,"SAN JUAN TEITIPAC",0,1,0,1,0,1,0,1,0,1
20221,"SAN JUAN TEPOSCOLULA",0,1,0,1,0,1,0,1,0,1
20222,"SAN JUAN YAEE",0,1,0,1,0,1,0,1,0,1
20223,"SAN JUAN YATZONA",0,1,0,1,0,1,0,1,0,1
20541,"TANETZE DE ZARAGOZA",0,1,0,1,0,1,0,1,0,1
20498,"SANTIAGO YAVEO",0,1,0,1,0,1,0,1,0,1
20224,"SAN JUAN YUCUITA",0,1,0,1,0,1,0,1,0,1
20225,"SAN LORENZO",0,1,0,1,0,1,0,1,0,1
20016,"COICOYAN DE LAS FLORES",0,1,0,1,0,1,0,1,0,1
20226,"SAN LORENZO ALBARRADAS",0,1,0,1,0,1,0,1,0,1
20228,"SAN LORENZO CUAUNECUILTITLA",0,1,0,1,0,1,0,1,0,1
20229,"SAN LORENZO TEXMELUCAN",0,1,0,1,0,1,0,1,0,1
20231,"SAN LUCAS CAMOTLAN",0,1,0,1,0,1,0,1,0,1
20232,"SAN LUCAS OJITLAN",0,1,0,1,0,1,0,1,0,1
20234,"SAN LUCAS ZOQUIAPAM",0,1,0,1,0,1,0,1,0,1
20235,"SAN LUIS AMATLAN",0,1,0,1,0,1,0,1,0,1
20236,"SAN MARCIAL OZOLOTEPEC",0,1,0,1,0,1,0,1,0,1
20239,"SAN MARTIN HUAMELULPAM",0,1,0,1,0,1,0,1,0,1
20240,"SAN MARTIN ITUNYOSO",0,1,0,1,0,1,0,1,0,1
20241,"SAN MARTIN LACHILA",0,1,0,1,0,1,0,1,0,1
20242,"SAN MARTIN PERAS",0,1,0,1,0,1,0,1,0,1
20243,"SAN MARTIN TILCAJETE",0,1,0,1,0,1,0,1,0,1
20244,"SAN MARTIN TOXPALAN",0,1,0,1,0,1,0,1,0,1
20249,"SAN MATEO YOLOXOCHITLAN",0,1,0,1,0,1,0,1,0,1
20525,"SANTO DOMINGO ZANATEPEC",0,1,0,1,0,1,0,1,0,1
20526,"SANTOS REYES NOPALA",0,1,0,1,0,1,0,1,0,1
20245,"SAN MARTIN ZACATEPEC",0,1,0,1,0,1,0,1,0,1
20269,"SAN MIGUEL EL GRANDE",0,1,0,1,0,1,0,1,0,1
20247,"CAPULALPAM DE MENDEZ",0,1,0,1,0,1,0,1,0,1
20250,"SAN MATEO ETLATONGO",0,1,0,1,0,1,0,1,0,1
20255,"SAN MATEO SINDIHUI",0,1,0,1,0,1,0,1,0,1
20252,"SAN MATEO PENASCO",0,1,0,1,0,1,0,1,0,1
20257,"SAN MELCHOR BETAZA",0,1,0,1,0,1,0,1,0,1
20258,"SAN MIGUEL ACHIUTLA",0,1,0,1,0,1,0,1,0,1
20259,"SAN MIGUEL AHUEHUETITLAN",0,1,0,1,0,1,0,1,0,1
20260,"SAN MIGUEL ALOAPAM",0,1,0,1,0,1,0,1,0,1
20268,"SAN MIGUEL EJUTLA",0,1,0,1,0,1,0,1,0,1
20276,"SAN MIGUEL SANTA FLOR",0,1,0,1,0,1,0,1,0,1
20281,"SAN MIGUEL TECOMATLAN",0,1,0,1,0,1,0,1,0,1
20274,"SAN MIGUEL PIEDRAS",0,1,0,1,0,1,0,1,0,1
20532,"SANTO TOMAS OCOTEPEC",0,1,0,1,0,1,0,1,0,1
20280,"VILLA TALEA DE CASTRO",0,1,0,1,0,1,0,1,0,1
20533,"SANTO TOMAS TAMAZULAPAN",0,1,0,1,0,1,0,1,0,1
20368,"SANTA CATARINA MINAS",0,1,0,1,0,1,0,1,0,1
20282,"SAN MIGUEL TENANGO",0,1,0,1,0,1,0,1,0,1
20052,"MAGDALENA TEQUISISTLAN",0,1,0,1,0,1,0,1,0,1
20283,"SAN MIGUEL TEQUIXTEPEC",0,1,0,1,0,1,0,1,0,1
20535,"SAN VICENTE LACHIXIO",0,1,0,1,0,1,0,1,0,1
20286,"SAN MIGUEL TLACOTEPEC",0,1,0,1,0,1,0,1,0,1
20285,"SAN MIGUEL TLACAMAMA",0,1,0,1,0,1,0,1,0,1
20288,"SAN MIGUEL YOTAO",0,1,0,1,0,1,0,1,0,1
20289,"SAN NICOLAS",0,1,0,1,0,1,0,1,0,1
20290,"SAN NICOLAS HIDALGO",0,1,0,1,0,1,0,1,0,1
20292,"SAN PABLO CUATRO VENADOS",0,1,0,1,0,1,0,1,0,1
20380,"SANTA CRUZ PAPALUTLA",0,1,0,1,0,1,0,1,0,1
20294,"SAN PABLO HUITZO",0,1,0,1,0,1,0,1,0,1
20043,"HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",0,1,0,1,0,1,0,1,0,1
20295,"SAN PABLO HUIXTEPEC",0,1,0,1,0,1,0,1,0,1
20538,"SITIO DE XITLAPEHUA",0,1,0,1,0,1,0,1,0,1
20296,"SAN PABLO MACUILTIANGUIS",0,1,0,1,0,1,0,1,0,1
20297,"SAN PABLO TIJALTEPEC",0,1,0,1,0,1,0,1,0,1
20304,"SAN PEDRO COXCALTEPEC CANTAROS",0,1,0,1,0,1,0,1,0,1
20299,"SAN PABLO YAGANIZA",0,1,0,1,0,1,0,1,0,1
20300,"SAN PEDRO AMUZGOS",0,1,0,1,0,1,0,1,0,1
20308,"SAN PEDRO HUILOTEPEC",0,1,0,1,0,1,0,1,0,1
20301,"SAN PEDRO APOSTOL",0,1,0,1,0,1,0,1,0,1
20311,"SAN PEDRO JALTEPETONGO",0,1,0,1,0,1,0,1,0,1
20302,"SAN PEDRO ATOYAC",0,1,0,1,0,1,0,1,0,1
20303,"SAN PEDRO CAJONOS",0,1,0,1,0,1,0,1,0,1
20305,"SAN PEDRO COMITANCILLO",0,1,0,1,0,1,0,1,0,1
20321,"SAN PEDRO NOPALA",0,1,0,1,0,1,0,1,0,1
20332,"SAN PEDRO TOPILTEPEC",0,1,0,1,0,1,0,1,0,1
20307,"SAN PEDRO HUAMELULA",0,1,0,1,0,1,0,1,0,1
20312,"SAN PEDRO JICAYAN",0,1,0,1,0,1,0,1,0,1
20313,"SAN PEDRO JOCOTIPAC",0,1,0,1,0,1,0,1,0,1
20314,"SAN PEDRO JUCHATENGO",0,1,0,1,0,1,0,1,0,1
20079,"SALINA CRUZ",0,1,0,1,0,1,0,1,0,1
20331,"SAN PEDRO TIDAA",0,1,0,1,0,1,0,1,0,1
20315,"SAN PEDRO MARTIR",0,1,0,1,0,1,0,1,0,1
20316,"SAN PEDRO MARTIR QUIECHAPA",0,1,0,1,0,1,0,1,0,1
20207,"SAN JUAN MAZATLAN",0,1,0,1,0,1,0,1,0,1
20317,"SAN PEDRO MARTIR YUCUXACO",0,1,0,1,0,1,0,1,0,1
20356,"SANTA ANA DEL VALLE",0,1,0,1,0,1,0,1,0,1
20319,"SAN PEDRO MIXTEPEC",0,1,0,1,0,1,0,1,0,1
20320,"SAN PEDRO MOLINOS",0,1,0,1,0,1,0,1,0,1
20322,"SAN PEDRO OCOPETATILLO",0,1,0,1,0,1,0,1,0,1
20323,"SAN PEDRO OCOTEPEC",0,1,0,1,0,1,0,1,0,1
20325,"SAN PEDRO QUIATONI",0,1,0,1,0,1,0,1,0,1
20326,"SAN PEDRO SOCHIAPAM",0,1,0,1,0,1,0,1,0,1
20328,"SAN PEDRO TAVICHE",0,1,0,1,0,1,0,1,0,1
20335,"SAN PEDRO YANERI",0,1,0,1,0,1,0,1,0,1
20336,"SAN PEDRO YOLOX",0,1,0,1,0,1,0,1,0,1
20339,"SAN PEDRO Y SAN PABLO TEPOSCOLULA",0,1,0,1,0,1,0,1,0,1
20340,"SAN PEDRO Y SAN PABLO TEQUIXTEPEC",0,1,0,1,0,1,0,1,0,1
20341,"SAN PEDRO YUCUNAMA",0,1,0,1,0,1,0,1,0,1
20342,"SAN RAYMUNDO JALPAN",0,1,0,1,0,1,0,1,0,1
