"CVEGEO","NOMGEO","n_federal_offices","no_n_federal_offices"
32049,"VALPARAISO",33,0
32048,"TLALTENANGO DE SANCHEZ ROMAN",12,0
32046,"TEPETONGO",31,0
32025,"LUIS MOYA",5,0
32044,"TABASCO",20,0
32043,"SUSTICACAN",5,0
32054,"VILLA HIDALGO",7,0
32054,"VILLA HIDALGO",1,0
32054,"VILLA HIDALGO",16,0
32054,"VILLA HIDALGO",11,0
32054,"VILLA HIDALGO",6,0
32042,"SOMBRERETE",47,0
32041,"EL SALVADOR",4,0
32016,"GENERAL PANFILO NATERA",15,0
32014,"GENERAL FRANCISCO R. MURGUIA",27,0
32013,"GENERAL ENRIQUE ESTRADA",4,0
32009,"CHALCHIHUITES",12,0
32017,"GUADALUPE",14,0
32017,"GUADALUPE",35,0
32017,"GUADALUPE",4,0
32017,"GUADALUPE",49,0
32057,"TRANCOSO",3,0
32030,"MOMAX",2,0
32032,"MORELOS",12,0
32032,"MORELOS",4,0
32032,"MORELOS",13,0
32032,"MORELOS",6,0
32032,"MORELOS",10,0
32056,"ZACATECAS",71,0
32018,"HUANUSCO",7,0
32022,"JUAN ALDAMA",12,0
32002,"APULCO",7,0
32001,"APOZOL",19,0
32015,"EL PLATEADO DE JOAQUIN AMARO",2,0
32028,"MEZQUITAL DEL ORO",12,0
32026,"MAZAPIL",39,0
32052,"VILLA GARCIA",9,0
32024,"LORETO",69,0
32024,"LORETO",17,0
32004,"BENITO JUAREZ",279,0
32004,"BENITO JUAREZ",9,0
32004,"BENITO JUAREZ",160,0
32004,"BENITO JUAREZ",329,0
32004,"BENITO JUAREZ",1,0
32004,"BENITO JUAREZ",29,0
32004,"BENITO JUAREZ",12,0
32029,"MIGUEL AUZA",12,0
32053,"VILLA GONZALEZ ORTEGA",5,0
32023,"JUCHIPILA",14,0
32039,"RIO GRANDE",43,0
32055,"VILLANUEVA",34,0
32031,"MONTE ESCOBEDO",12,0
32021,"JIMENEZ DEL TEUL",3,0
32008,"CUAUHTEMOC",46,0
32008,"CUAUHTEMOC",805,0
32008,"CUAUHTEMOC",17,0
32008,"CUAUHTEMOC",5,0
32007,"CONCEPCION DEL ORO",27,0
32047,"TEUL DE GONZALEZ ORTEGA",10,0
32012,"GENARO CODINA",10,0
32006,"CANITAS DE FELIPE PESCADOR",11,0
32011,"TRINIDAD GARCIA DE LA CADENA",3,0
